contract_address,i_owner,token_id,uri,tx_hash,block_number,block_hash,network,tx_index,log_index
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17306216395670835,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17306216395670835.json,0x821b67c06e94fec2687d3ef5264c1b7747d62b7b2b8a4be2a00a46a22757b019,138,0x067b9cb3c0ddccda282928abf40bb40a17b097c4e335583a886d3d72788ae453,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17306477486341784,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17306477486341784.json,0xadc1c7a5fa9a0177a77e78c8d45c905051fb7601556bb2abf5143f358b15fd6c,139,0x09e1d6ede42d71af65cc37b04545687f36c04f71f581a3e1e6076a15cdad25ab,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17400110967609934,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17400110967609934.json,0x49e9cc371be1803d47c767b95c7c9a7051bc1f87ec2bea961a593fb6bd38d392,140,0x5000456917454215bcb0e58a60b17233c2f1dff2fd2fb82500e45c85757a2358,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17306238320579485,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17306238320579485.json,0xab853b2955829cf2403709202b36a1ea8d260a26e4888fd476aec69b330cd6fc,141,0xadd124e14a7f16b47303d2a53810580914a3e5daa56ee0a9da3f2e0d6ac25ba8,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17306035178284744,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17306035178284744.json,0x45a9ecbe0bcbdfc112c7d64fbcbc3d42d11023554f367b7f68f6a4af71988c10,142,0x2747aa9e933642267dd4ac9033022baa74b1663075e4aef56cb79369de1fb3ae,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17303553880579229,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17303553880579229.json,0x953b567032685c456b707358f640e4d30fa4d32298fa411bb659fe7080765a29,143,0x3383f7b94e1a38dd455bc13464ee0e96da85747ecdb42c19e2464061b4c5e699,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17303528322365640,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17303528322365640.json,0xead037e56b3ef88cef8a96ff3a649eeb2304b6ed9a8f26c5ae33a22df912b8a6,144,0x0780d950ddf904b961e99698f9b390e328bf0c228f2a4ec15bf9e1721fe9839b,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17306233001716491,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17306233001716491.json,0x6e39ac9b09aa61849eda3a43fe292d3c15aa03919d5203776b6dd3dd74206c7a,145,0x01972ebb8e579cff991bd9ad9df482a07968988681e8eb46936e8236f2a779c3,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17306224847153802,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17306224847153802.json,0x54d3bac7e4e832cf743f8f047cc10ec636515f080fcf4efd7b2955e6117d76d0,146,0xe0eb3a5f40492559e740f8e2ef75a546264cd453385e1b1f5f7b77bf218c43f5,anvil
0xcf7ed3acca5a467e9e704c703e8d87f634fb0fc9,0xf39fd6e51aad88f6f4ce6ab8827279cfffb92266,17306308488745127,ipfs://bafybeibilz47fthsx5surktoy36pcxexthcluatjdxjth6gcp5k7sm5ocu/solar_array/17306308488745127.json,0x29252867a5788a8a80b776b460d5050de57a0a7e3341e56a52e8032e5e6f29a1,147,0xfe0de227d5ac85cb99a95e1d84bc5867195d6618b3f5ba5455f9470db059d619,anvil
