contract_address,collection_id,owner,uri,tx_hash,block_number,block_hash,network,tx_index,log_index
0x5fbdb2315678afecb367f032d93f642f64180aa3,0,0x70997970c51812dc3a010c7d01b50e0d17dc79c8,ipfs://bafybeicoy3zedu4y5g5b26fervdncqkbxtycmkzbwmn7gau7svsc3qcvu4/,0x227aa72ca6e667005ad9e1eeb47e3bd1a5f9944854fca340b47b8dc453238ee0,7,0xb6f955d9908714b20bde550144c9a43ed69d1ac9ad9bb3f54f4bb39a8e808450,anvil
